[0.        +0.j 0.0005276 +0.j 0.00105517+0.j]
[-38.01680246+0.j -12.75016521+0.j]
         2499527 function calls (2476717 primitive calls) in 11.293 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:150(_families)
        9    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:151(<listcomp>)
        4    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:27(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:62(__init__)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _geometric_slerp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:47(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:86(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:93(_CopyMode)
        2    0.000    0.000    0.005    0.003 _helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:11(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:111(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:239(BFGS)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:274(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:377(SR1)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      618    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      618    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      614    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      614    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
      618    0.000    0.000    0.002    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.001    0.001 _interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:142(__new__)
        1    0.000    0.000    0.000    0.000 _interface.py:157(__init__)
    16941    0.013    0.000    1.056    0.000 _interface.py:189(_matvec)
    16941    0.036    0.000    1.103    0.000 _interface.py:201(matvec)
    16941    0.021    0.000    1.033    0.000 _interface.py:303(matmat)
        1    0.000    0.000    0.000    0.000 _interface.py:507(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:553(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:574(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:606(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:634(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:663(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:690(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:725(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:726(__init__)
    16941    0.010    0.000    1.009    0.000 _interface.py:732(_matmat)
        1    0.000    0.000    0.000    0.000 _interface.py:740(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:755(IdentityOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:775(aslinearoperator)
        1    0.000    0.000    0.005    0.005 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:613(_Stream)
      230    0.000    0.000    0.001    0.000 _internal.py:869(_ufunc_doc_signature_formatter)
      324    0.000    0.000    0.000    0.000 _internal.py:880(<genexpr>)
       18    0.000    0.000    0.000    0.000 _internal.py:889(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:917(npy_ctypes_check)
        1    0.000    0.000    0.144    0.144 _interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1014(PPoly)
        1    0.000    0.000    0.000    0.000 _interpolate.py:111(interp2d)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1478(BPoly)
        1    0.000    0.000    0.000    0.000 _interpolate.py:2032(NdPPoly)
        1    0.000    0.000    0.000    0.000 _interpolate.py:385(interp1d)
        1    0.000    0.000    0.000    0.000 _interpolate.py:795(_PPolyBase)
        1    0.000    0.000    0.002    0.002 _interpolative_backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.003    0.003 _kdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 _kdtree.py:327(innernode)
        1    0.000    0.000    0.000    0.000 _kdtree.py:98(Rectangle)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.065    0.065 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.002    0.002 _lbfgsb_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:401(LbfgsInvHessProduct)
        1    0.000    0.000    0.003    0.003 _lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lil.py:19(lil_matrix)
     3002    0.002    0.000    0.009    0.000 _lil.py:202(__getitem__)
     3002    0.002    0.000    0.006    0.000 _lil.py:222(_get_intXint)
     3002    0.002    0.000    0.004    0.000 _lil.py:297(_set_intXint)
     3002    0.003    0.000    0.008    0.000 _lil.py:321(__setitem__)
        1    0.000    0.000    0.001    0.001 _lil.py:447(tocsr)
        1    0.001    0.001    0.001    0.001 _lil.py:83(__init__)
        1    0.000    0.000    0.002    0.002 _linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.019    0.019 _linprog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_doc.py:1(<module>)
        1    0.000    0.000    0.011    0.011 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _linprog_ip.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _linprog_rs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _linprog_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        2    0.000    0.000    0.013    0.006 _matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:206(ProductOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.002    0.002 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.003    0.003 _mathtext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1041(Accent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1064(List)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1107(Hlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1220(Vlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1299(Rule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1318(Hrule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1328(Vrule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1350(Glue)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1375(HCentered)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1385(VCentered)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1395(Kern)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1422(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1461(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:149(Fonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1643(ParserState)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1705(Parser)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1714(_MathStyle)
        1    0.000    0.000    0.000    0.000 _mathtext.py:266(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:361(BakomaFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:466(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:586(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:626(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:643(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:660(StixFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:767(StixSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:806(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:842(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:853(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:862(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:869(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:873(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:90(Output)
        1    0.000    0.000    0.000    0.000 _mathtext.py:913(Node)
        1    0.000    0.000    0.000    0.000 _mathtext.py:936(Box)
        1    0.000    0.000    0.000    0.000 _mathtext.py:956(Vbox)
        1    0.000    0.000    0.000    0.000 _mathtext.py:963(Hbox)
        1    0.000    0.000    0.000    0.000 _mathtext.py:970(Char)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:461(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        2    0.000    0.000    0.000    0.000 _methods.py:43(_amin)
        1    0.000    0.000    0.000    0.000 _methods.py:47(_sum)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.029    0.029 _minimize.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.002    0.002 _nnls.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _nonlin.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _nonlin.py:111(_set_doc)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1137(DiagBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1205(LinearMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1251(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1314(KrylovJacobian)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1516(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1528(<listcomp>)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1531(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:26(NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:310(TerminationCondition)
        1    0.000    0.000    0.000    0.000 _nonlin.py:374(Jacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:442(InverseJacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:557(GenericBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:583(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _nonlin.py:803(BroydenFirst)
        1    0.000    0.000    0.000    0.000 _nonlin.py:917(BroydenSecond)
        1    0.000    0.000    0.000    0.000 _nonlin.py:981(Anderson)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _numdiff.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _ode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1038(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:1110(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1197(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1238(lsoda)
        1    0.000    0.000    0.000    0.000 _ode.py:593(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:760(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:775(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:837(vode)
        1    0.000    0.000    0.002    0.002 _odepack_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:11(ODEintWarning)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.005    0.005 _optimize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _optimize.py:1140(_LineSearchError)
        1    0.000    0.000    0.000    0.000 _optimize.py:134(OptimizeResult)
        1    0.000    0.000    0.000    0.000 _optimize.py:212(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 _optimize.py:2316(Brent)
        1    0.000    0.000    0.000    0.000 _optimize.py:3718(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 _optimize.py:553(_MaxFuncCallError)
        1    0.000    0.000    0.000    0.000 _optimize.py:57(MemoizeJac)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 _pep440.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.031    0.031 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polyint.py:143(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 _polyint.py:17(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 _polyint.py:222(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 _polyint.py:508(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 _print_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _print_helpers.py:8(Printable)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pseudo_diffs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:29(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.002    0.002 _quadpack_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1174(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1187(_OptFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1196(_NQuad)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:16(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:26(_copy_func)
        1    0.000    0.000    0.000    0.000 _quadrature.py:52(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 _quadrature.py:67(cache_decorator)
        1    0.000    0.000    0.000    0.000 _rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
        1    0.000    0.000    0.002    0.002 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:134(RBFInterpolator)
        2    0.000    0.000    0.000    0.000 _realtransforms.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _rgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rgi.py:48(RegularGridInterpolator)
        1    0.000    0.000    0.008    0.008 _root.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.006    0.006 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.003    0.003 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:9(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 _sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.035    0.035 _shgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:1532(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1541(LMapCache)
        1    0.000    0.000    0.000    0.000 _shgo.py:453(SHGO)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _slsqp_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:36(SphericalVoronoi)
        1    0.000    0.000    0.001    0.001 _sputils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _sputils.py:109(getdtype)
        1    0.000    0.000    0.000    0.000 _sputils.py:135(getdata)
       21    0.000    0.000    0.000    0.000 _sputils.py:147(get_index_dtype)
    16952    0.011    0.000    0.041    0.000 _sputils.py:211(isscalarlike)
        6    0.000    0.000    0.000    0.000 _sputils.py:216(isintlike)
        5    0.000    0.000    0.000    0.000 _sputils.py:22(upcast)
       10    0.000    0.000    0.000    0.000 _sputils.py:238(isshape)
    16944    0.005    0.000    0.006    0.000 _sputils.py:268(isdense)
       11    0.000    0.000    0.000    0.000 _sputils.py:295(check_shape)
       33    0.000    0.000    0.000    0.000 _sputils.py:308(<genexpr>)
       33    0.000    0.000    0.000    0.000 _sputils.py:313(<genexpr>)
    16941    0.006    0.000    0.010    0.000 _sputils.py:56(upcast_char)
        9    0.000    0.000    0.000    0.000 _sputils.py:93(to_native)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.098    0.098 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:7(SubplotBase)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
       20    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:13(ReentrancyLock)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:30(__enter__)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:37(__exit__)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:48(non_reentrant)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _tnc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:29(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.004    0.004 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.001    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
