[0.        +0.j 0.0005276 +0.j 0.00105517+0.j]
[-38.01680246+0.j -12.75016521+0.j]
         2499527 function calls (2476717 primitive calls) in 11.293 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 settings.py:76(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:1187(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 shape_base.py:1191(tile)
        2    0.000    0.000    0.000    0.000 shape_base.py:1263(<genexpr>)
       17    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
      174    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       14    0.000    0.000    0.000    0.000 shape_base.py:218(_vhstack_dispatcher)
       17    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
       14    0.000    0.000    0.000    0.000 shape_base.py:299(hstack)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
      160    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
        1    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000   11.294   11.294 shell.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shell.py:104(potential)
        1    0.000    0.000    0.000    0.000 shell.py:113(effective_potential)
        1    0.000    0.000    0.000    0.000 shell.py:46(woods_saxon)
        1    0.000    0.000    0.000    0.000 shell.py:57(spin_orbit)
        1    0.000    0.000    0.000    0.000 shell.py:78(coulomb)
        1    0.000    0.000    0.000    0.000 shell.py:91(isospin_factor)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.006    0.006 shutil.py:1(<module>)
       61    0.000    0.000    0.000    0.000 shutil.py:1426(_access_check)
        5    0.000    0.000    0.001    0.000 shutil.py:1431(which)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 simdiag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simpledomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simpledomain.py:7(SimpleDomain)
        1    0.000    0.000    0.004    0.004 simplify.py:1(<module>)
        1    0.000    0.000    0.002    0.002 single.py:1(<module>)
        1    0.000    0.000    0.000    0.000 single.py:1048(SecondNonlinearAutonomousConserved)
        1    0.000    0.000    0.000    0.000 single.py:1109(Liouville)
        1    0.000    0.000    0.000    0.000 single.py:1205(Separable)
        1    0.000    0.000    0.000    0.000 single.py:1301(SeparableReduced)
        1    0.000    0.000    0.000    0.000 single.py:1440(HomogeneousCoeffSubsDepDivIndep)
        1    0.000    0.000    0.000    0.000 single.py:1564(HomogeneousCoeffSubsIndepDivDep)
        1    0.000    0.000    0.000    0.000 single.py:1689(HomogeneousCoeffBest)
        1    0.000    0.000    0.000    0.000 single.py:1752(LinearCoefficients)
        1    0.000    0.000    0.000    0.000 single.py:1934(NthOrderReducible)
        1    0.000    0.000    0.000    0.000 single.py:2016(SecondHypergeometric)
        1    0.000    0.000    0.000    0.000 single.py:2102(NthLinearConstantCoeffHomogeneous)
        1    0.000    0.000    0.000    0.000 single.py:213(SingleODESolver)
        1    0.000    0.000    0.000    0.000 single.py:2196(NthLinearConstantCoeffVariationOfParameters)
        1    0.000    0.000    0.000    0.000 single.py:2298(NthLinearConstantCoeffUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 single.py:2391(NthLinearEulerEqHomogeneous)
        1    0.000    0.000    0.000    0.000 single.py:2487(NthLinearEulerEqNonhomogeneousVariationOfParameters)
        1    0.000    0.000    0.000    0.000 single.py:2576(NthLinearEulerEqNonhomogeneousUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 single.py:2671(SecondLinearBessel)
        1    0.000    0.000    0.000    0.000 single.py:2791(SecondLinearAiry)
        1    0.000    0.000    0.000    0.000 single.py:2846(LieGroup)
        1    0.000    0.000    0.000    0.000 single.py:296(SinglePatternODESolver)
        1    0.000    0.000    0.000    0.000 single.py:343(NthAlgebraic)
        1    0.000    0.000    0.000    0.000 single.py:39(ODEMatchError)
        1    0.000    0.000    0.000    0.000 single.py:44(SingleODEProblem)
        1    0.000    0.000    0.000    0.000 single.py:445(FirstExact)
        1    0.000    0.000    0.000    0.000 single.py:574(FirstLinear)
        1    0.000    0.000    0.000    0.000 single.py:648(AlmostLinear)
        1    0.000    0.000    0.000    0.000 single.py:734(Bernoulli)
        1    0.000    0.000    0.000    0.000 single.py:841(Factorable)
        1    0.000    0.000    0.000    0.000 single.py:914(RiccatiSpecial)
        1    0.000    0.000    0.000    0.000 single.py:978(RationalRiccati)
        1    0.000    0.000    0.000    0.000 singleton.py:1(<module>)
       27    0.000    0.000    0.000    0.000 singleton.py:101(register)
       52    0.000    0.000    0.000    0.000 singleton.py:107(__getattr__)
       27    0.000    0.000    0.000    0.000 singleton.py:128(__repr__)
        1    0.000    0.000    0.000    0.000 singleton.py:134(Singleton)
       27    0.000    0.000    0.004    0.000 singleton.py:171(__init__)
       29    0.000    0.000    0.000    0.000 singleton.py:174(<lambda>)
        1    0.000    0.000    0.000    0.000 singleton.py:9(SingletonRegistry)
        1    0.000    0.000    0.000    0.000 singleton.py:90(__init__)
        1    0.000    0.000    0.000    0.000 singularities.py:1(<module>)
        1    0.000    0.000    0.002    0.002 singularity_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 singularity_functions.py:14(SingularityFunction)
        1    0.000    0.000    0.000    0.000 singularityfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
       26    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.010    0.010 slice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slice.py:31(MatrixSlice)
        1    0.000    0.000    0.000    0.000 slsqp.py:1(<module>)
        1    0.000    0.000    0.002    0.002 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
      234    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      235    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      236    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      237    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 solver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solver.py:135(Options)
        1    0.000    0.000    0.000    0.000 solver.py:20(SolverSystem)
       15    0.000    0.000    0.000    0.000 solver.py:212(__init__)
        1    0.000    0.000    0.000    0.000 solver.py:24(ExpectOps)
        1    0.000    0.000    0.000    0.000 solver.py:318(Result)
        1    0.000    0.000    0.000    0.000 solver.py:394(SolverConfiguration)
        1    0.000    0.000    0.000    0.000 solver.py:395(__init__)
        1    0.000    0.000    0.000    0.000 solver.py:401(reset)
        1    0.000    0.000    0.000    0.000 solver.py:420(soft_reset)
        1    0.000    0.000    0.000    0.000 solver.py:489(Stats)
        1    0.000    0.000    0.000    0.000 solver.py:705(_StatsSection)
        3    0.000    0.000    0.001    0.000 solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solvers.py:18(PolyNonlinearError)
        1    0.000    0.000    0.000    0.000 solvers.py:23(RawMatrix)
        1    0.000    0.000    0.000    0.000 solveset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solveset.py:606(_SolveTrig1Error)
        1    0.000    0.000    0.000    0.000 solveset.py:64(NonlinearError)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
    74/37    0.000    0.000    0.001    0.000 sorting.py:10(default_sort_key)
       37    0.000    0.000    0.000    0.000 sorting.py:180(_nodes)
   165/55    0.000    0.000    0.001    0.000 sorting.py:203(ordered)
        1    0.000    0.000    0.000    0.000 source.py:1(<module>)
        2    0.000    0.000    0.003    0.002 sparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:21(SparseRepMatrix)
        1    0.000    0.000    0.000    0.000 sparse.py:462(MutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:104(ImmutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:11(SparseNDimArray)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:138(MutableSparseNDimArray)
        2    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        1    0.000    0.000    0.001    0.001 special.py:1(<module>)
        1    0.000    0.000    0.000    0.000 special.py:10(ZeroMatrix)
        1    0.000    0.000    0.000    0.000 special.py:104(Identity)
        1    0.000    0.000    0.000    0.000 special.py:174(GenericIdentity)
        1    0.000    0.000    0.000    0.000 special.py:181(__new__)
        1    0.000    0.000    0.000    0.000 special.py:209(OneMatrix)
        1    0.000    0.000    0.000    0.000 special.py:68(GenericZeroMatrix)
        1    0.000    0.000    0.000    0.000 special.py:75(__new__)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.082    0.082 specialpolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:15(Ynm)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:267(Znm)
        1    0.000    0.000    0.002    0.002 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 spines.py:475(SpinesProxy)
        1    0.000    0.000    0.000    0.000 spines.py:510(Spines)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:217(SqrtdenestStopIteration)
      239    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
      239    0.002    0.000    0.003    0.000 sre_compile.py:292(_optimize_charset)
       50    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       50    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      694    0.000    0.000    0.001    0.000 sre_compile.py:447(_simple)
       22    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      480    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
  268/234    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
      212    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
      245    0.001    0.000    0.004    0.000 sre_compile.py:560(_compile_info)
      490    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      245    0.000    0.000    0.014    0.000 sre_compile.py:622(_code)
      245    0.001    0.000    0.039    0.000 sre_compile.py:783(compile)
      340    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
 1320/245    0.005    0.000    0.010    0.000 sre_compile.py:87(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
      117    0.000    0.000    0.000    0.000 sre_parse.py:1066(expand_template)
     1354    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
     2992    0.001    0.000    0.001    0.000 sre_parse.py:161(__len__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
     9043    0.002    0.000    0.003    0.000 sre_parse.py:165(__getitem__)
      705    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
     3002    0.001    0.000    0.001    0.000 sre_parse.py:173(append)
 1594/527    0.002    0.000    0.003    0.000 sre_parse.py:175(getwidth)
      247    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
     9318    0.003    0.000    0.003    0.000 sre_parse.py:234(__next)
     2745    0.001    0.000    0.001    0.000 sre_parse.py:250(match)
     7927    0.002    0.000    0.004    0.000 sre_parse.py:255(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       51    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
     1869    0.001    0.000    0.001    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
       84    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
      337    0.001    0.000    0.001    0.000 sre_parse.py:356(_escape)
      151    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
  564/245    0.001    0.000    0.023    0.000 sre_parse.py:436(_parse_sub)
  624/250    0.009    0.000    0.023    0.000 sre_parse.py:494(_parse)
      245    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
     1055    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      282    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
      142    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
      245    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
      245    0.001    0.000    0.025    0.000 sre_parse.py:944(parse)
      282    0.000    0.000    0.001    0.000 sre_parse.py:97(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 states.py:1(<module>)
        1    0.000    0.000    0.000    0.000 steadystate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stencils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stencils.py:150(Stencil)
        1    0.000    0.000    0.000    0.000 stencils.py:9(StencilSet)
        1    0.000    0.000    0.000    0.000 stochastic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stochastic.py:165(StochasticSolverOptions)
        1    0.000    0.000    0.000    0.000 stochastic.py:491(StochasticSolverOptionsPhoto)
        1    0.000    0.000    0.000    0.000 str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 str.py:1005(StrReprPrinter)
        1    0.000    0.000    0.000    0.000 str.py:19(StrPrinter)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:244(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:254(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:318(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:376(StreamMask)
        1    0.000    0.000    0.000    0.000 streamplot.py:430(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:434(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 streamplot.py:515(OutOfBounds)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.003    0.003 stringpict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringpict.py:18(stringPict)
        1    0.000    0.000    0.000    0.000 stringpict.py:355(prettyForm)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subfield.py:1(<module>)
        1    0.000    0.000    0.005    0.005 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
        1    0.000    0.000    0.000    0.000 subscheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subsystem_apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.008    0.008 summations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 summations.py:40(Sum)
        1    0.000    0.000    0.170    0.170 superop_reps.py:1(<module>)
        1    0.000    0.000    0.165    0.165 superoperator.py:1(<module>)
        1    0.000    0.000    0.005    0.005 symbol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:206(Symbol)
        1    0.000    0.000    0.000    0.000 symbol.py:25(Str)
       33    0.000    0.000    0.000    0.000 symbol.py:254(_sanitize)
       11    0.000    0.000    0.000    0.000 symbol.py:285(__new__)
       25    0.000    0.000    0.000    0.000 symbol.py:298(__xnew__)
        3    0.000    0.000    0.000    0.000 symbol.py:323(__xnew_cached_)
        1    0.000    0.000    0.000    0.000 symbol.py:340(_hashable_content)
        1    0.000    0.000    0.000    0.000 symbol.py:352(assumptions0)
        1    0.000    0.000    0.000    0.000 symbol.py:354(<dictcomp>)
        1    0.000    0.000    0.000    0.000 symbol.py:388(Dummy)
       22    0.000    0.000    0.000    0.000 symbol.py:426(__new__)
        1    0.000    0.000    0.000    0.000 symbol.py:456(Wild)
       10    0.000    0.000    0.000    0.000 symbol.py:586(symbols)
       12    0.000    0.000    0.000    0.000 symbol.py:716(literal)
       10    0.000    0.000    0.000    0.000 symbol.py:730(<listcomp>)
       22    0.000    0.000    0.000    0.000 symbol.py:731(<genexpr>)
        1    0.000    0.000    0.069    0.069 sympify.py:1(<module>)
       87    0.000    0.000    0.000    0.000 sympify.py:102(sympify)
        1    0.000    0.000    0.000    0.000 sympify.py:17(SympifyError)
        4    0.000    0.000    0.000    0.000 sympify.py:18(__init__)
        1    0.000    0.000    0.000    0.000 sympify.py:39(CantSympify)
       47    0.000    0.000    0.000    0.000 sympify.py:503(_sympify)
        8    0.000    0.000    0.000    0.000 sympify.py:68(_is_numpy_instance)
       24    0.000    0.000    0.000    0.000 sympify.py:74(<genexpr>)
        1    0.000    0.000    0.001    0.001 sympy_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1116(EvaluateFalseTransformer)
       13    0.000    0.000    0.000    0.000 sympy_parser.py:1224(<genexpr>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1227(_T)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1236(__init__)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:366(split_symbols_custom)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:88(ParenthesisGroup)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:93(AppliedFunction)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:140(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:161(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:178(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:227(_get_preferred_schemes)
        2    0.000    0.000    0.000    0.000 sysconfig.py:247(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:257(get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:64(_getuserbase)
        1    0.000    0.000    0.000    0.000 sysconfig.py:73(joinuser)
        1    0.000    0.000    0.000    0.000 systems.py:1(<module>)
        1    0.000    0.000    0.000    0.000 systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 systems.py:37(ODENonlinearError)
        1    0.000    0.000    0.004    0.004 table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:238(Table)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 tableform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tableform.py:9(TableForm)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:661(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 tensor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:42(LeviCivita)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:90(KroneckerDelta)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.010    0.010 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:108(Text)
        1    0.000    0.000    0.000    0.000 text.py:1336(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1419(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1616(Annotation)
        1    0.000    0.000    0.013    0.013 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:304(TextPath)
        1    0.000    0.000    0.000    0.000 textplot.py:1(<module>)
        9    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
       14    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
      181    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
      195    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 theta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
       17    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
